Date,omxs30_close
2020-01-02,1808.6300048828125
2020-01-03,1785.22998046875
2020-01-07,1796.8499755859375
2020-01-08,1795.4100341796875
2020-01-09,1796.739990234375
2020-01-10,1784.969970703125
2020-01-13,1790.510009765625
2020-01-14,1792.9000244140625
2020-01-15,1787.2900390625
2020-01-16,1812.300048828125
2020-01-17,1825.93994140625
2020-01-20,1821.2900390625
2020-01-21,1825.6199951171875
2020-01-22,1811.760009765625
2020-01-23,1795.4300537109375
2020-01-24,1812.8499755859375
2020-01-27,1771.47998046875
2020-01-28,1786.3499755859375
2020-01-29,1791.6700439453125
2020-01-30,1787.9599609375
2020-01-31,1783.260009765625
2020-02-03,1782.9100341796875
2020-02-04,1821.0400390625
2020-02-05,1847.3499755859375
2020-02-06,1851.949951171875
2020-02-07,1849.8599853515625
2020-02-10,1858.0
2020-02-11,1884.1300048828125
2020-02-12,1889.75
2020-02-13,1883.02001953125
2020-02-14,1885.6199951171875
2020-02-17,1888.3499755859375
2020-02-18,1878.7900390625
2020-02-19,1900.280029296875
2020-02-20,1898.9300537109375
2020-02-21,1879.0999755859375
2020-02-24,1798.199951171875
2020-02-25,1769.1400146484375
2020-02-26,1782.0999755859375
2020-02-27,1721.5899658203125
2020-02-28,1668.8399658203125
2020-03-02,1679.1300048828125
2020-03-03,1694.56005859375
2020-03-04,1704.199951171875
2020-03-05,1683.18994140625
2020-03-06,1629.0
2020-03-09,1542.43994140625
2020-03-10,1533.7900390625
2020-03-11,1511.9599609375
2020-03-12,1352.1300048828125
2020-03-13,1376.4599609375
2020-03-16,1329.1600341796875
2020-03-17,1372.7900390625
2020-03-18,1337.239990234375
2020-03-19,1380.5799560546875
2020-03-20,1355.5400390625
2020-03-23,1292.27001953125
2020-03-24,1383.8800048828125
2020-03-25,1446.56005859375
2020-03-26,1470.8900146484375
2020-03-27,1419.2900390625
2020-03-30,1449.199951171875
2020-03-31,1482.4300537109375
2020-04-01,1425.989990234375
2020-04-02,1427.18994140625
2020-04-03,1404.5899658203125
2020-04-06,1461.22998046875
2020-04-07,1510.8499755859375
2020-04-08,1499.510009765625
2020-04-09,1498.760009765625
2020-04-14,1535.8399658203125
2020-04-15,1480.5999755859375
2020-04-16,1483.7900390625
2020-04-17,1534.550048828125
2020-04-20,1541.1700439453125
2020-04-21,1493.449951171875
2020-04-22,1527.6300048828125
2020-04-23,1541.8900146484375
2020-04-24,1514.1300048828125
2020-04-27,1539.510009765625
2020-04-28,1568.5
2020-04-29,1600.8599853515625
2020-04-30,1577.9200439453125
2020-05-04,1505.2099609375
2020-05-05,1538.1800537109375
2020-05-06,1521.4000244140625
2020-05-07,1537.739990234375
2020-05-08,1563.18994140625
2020-05-11,1556.489990234375
2020-05-12,1570.030029296875
2020-05-13,1522.6400146484375
2020-05-14,1476.52001953125
2020-05-15,1493.6199951171875
2020-05-18,1566.1600341796875
2020-05-19,1560.280029296875
2020-05-20,1556.43994140625
2020-05-22,1555.489990234375
2020-05-25,1588.5999755859375
2020-05-26,1606.6500244140625
2020-05-27,1623.3900146484375
2020-05-28,1657.5799560546875
2020-05-29,1629.760009765625
2020-06-01,1649.3800048828125
2020-06-02,1666.97998046875
2020-06-03,1709.9599609375
2020-06-04,1700.47998046875
2020-06-05,1730.510009765625
2020-06-08,1717.6600341796875
2020-06-09,1696.699951171875
2020-06-10,1692.3199462890625
2020-06-11,1609.06005859375
2020-06-12,1609.0699462890625
2020-06-15,1616.1400146484375
2020-06-16,1671.8399658203125
2020-06-17,1677.530029296875
2020-06-18,1667.9300537109375
2020-06-22,1657.7099609375
2020-06-23,1683.3599853515625
2020-06-24,1642.9100341796875
2020-06-25,1660.9599609375
2020-06-26,1657.6600341796875
2020-06-29,1671.530029296875
2020-06-30,1664.3800048828125
2020-07-01,1675.0400390625
2020-07-02,1703.8199462890625
2020-07-03,1695.260009765625
2020-07-06,1730.8800048828125
2020-07-07,1720.449951171875
2020-07-08,1712.530029296875
2020-07-09,1697.8399658203125
2020-07-10,1711.6199951171875
2020-07-13,1742.72998046875
2020-07-14,1738.5999755859375
2020-07-15,1767.8499755859375
2020-07-16,1754.550048828125
2020-07-17,1770.1500244140625
2020-07-20,1784.5400390625
2020-07-21,1775.3900146484375
2020-07-22,1779.8499755859375
2020-07-23,1781.0999755859375
2020-07-24,1750.239990234375
2020-07-27,1760.31005859375
2020-07-28,1754.25
2020-07-29,1760.5899658203125
2020-07-30,1720.280029296875
2020-07-31,1707.3499755859375
2020-08-03,1746.3199462890625
2020-08-04,1734.25
2020-08-05,1745.489990234375
2020-08-06,1739.1400146484375
2020-08-07,1740.4599609375
2020-08-10,1748.9100341796875
2020-08-11,1786.280029296875
2020-08-12,1788.989990234375
2020-08-13,1786.800048828125
2020-08-14,1754.199951171875
2020-08-17,1773.530029296875
2020-08-18,1760.0899658203125
2020-08-19,1775.239990234375
2020-08-20,1751.9300537109375
2020-08-21,1753.1300048828125
2020-08-24,1788.4000244140625
2020-08-25,1786.27001953125
2020-08-26,1798.31005859375
2020-08-27,1793.969970703125
2020-08-28,1776.5699462890625
2020-08-31,1766.3299560546875
2020-09-01,1769.43994140625
2020-09-02,1782.8599853515625
2020-09-03,1760.6099853515625
2020-09-04,1761.989990234375
2020-09-07,1799.260009765625
2020-09-08,1782.5999755859375
2020-09-09,1812.5799560546875
2020-09-10,1802.8499755859375
2020-09-11,1801.4599609375
2020-09-14,1802.68994140625
2020-09-15,1818.800048828125
2020-09-16,1838.260009765625
2020-09-17,1833.75
2020-09-18,1835.3599853515625
2020-09-21,1770.6099853515625
2020-09-22,1781.9200439453125
2020-09-23,1795.6400146484375
2020-09-24,1777.510009765625
2020-09-25,1783.8699951171875
2020-09-28,1834.6400146484375
2020-09-29,1836.5999755859375
2020-09-30,1829.4000244140625
2020-10-01,1830.0400390625
2020-10-02,1813.68994140625
2020-10-05,1839.6800537109375
2020-10-06,1839.1500244140625
2020-10-07,1839.219970703125
2020-10-08,1841.4000244140625
2020-10-09,1840.0699462890625
2020-10-12,1855.3900146484375
2020-10-13,1833.4599609375
2020-10-14,1840.8499755859375
2020-10-15,1812.949951171875
2020-10-16,1835.300048828125
2020-10-19,1841.5899658203125
2020-10-20,1841.5899658203125
2020-10-21,1820.719970703125
2020-10-22,1816.2900390625
2020-10-23,1819.93994140625
2020-10-26,1775.010009765625
2020-10-27,1764.010009765625
2020-10-28,1722.6600341796875
2020-10-29,1716.030029296875
2020-10-30,1717.6199951171875
2020-11-02,1748.4200439453125
2020-11-03,1772.27001953125
2020-11-04,1795.530029296875
2020-11-05,1822.2099609375
2020-11-06,1819.52001953125
2020-11-09,1888.739990234375
2020-11-10,1885.5400390625
2020-11-11,1902.8900146484375
2020-11-12,1892.4100341796875
2020-11-13,1897.300048828125
2020-11-16,1918.4599609375
2020-11-17,1922.199951171875
2020-11-18,1922.530029296875
2020-11-19,1915.4000244140625
2020-11-20,1926.469970703125
2020-11-23,1921.77001953125
2020-11-24,1938.1400146484375
2020-11-25,1931.4300537109375
2020-11-26,1931.969970703125
2020-11-27,1937.0899658203125
2020-11-30,1917.5400390625
2020-12-01,1924.0
2020-12-02,1918.989990234375
2020-12-03,1912.1800537109375
2020-12-04,1916.93994140625
2020-12-07,1907.6099853515625
2020-12-08,1925.5
2020-12-09,1926.4200439453125
2020-12-10,1906.8199462890625
2020-12-11,1891.219970703125
2020-12-14,1890.6500244140625
2020-12-15,1889.8399658203125
2020-12-16,1892.260009765625
2020-12-17,1885.1800537109375
2020-12-18,1886.8800048828125
2020-12-21,1845.1099853515625
2020-12-22,1863.280029296875
2020-12-23,1867.989990234375
2020-12-28,1886.3800048828125
2020-12-29,1893.06005859375
2020-12-30,1874.739990234375
2021-01-04,1895.489990234375
2021-01-05,1892.3499755859375
2021-01-07,1939.489990234375
2021-01-08,1949.3699951171875
2021-01-11,1941.489990234375
2021-01-12,1958.6199951171875
2021-01-13,1962.260009765625
2021-01-14,1972.219970703125
2021-01-15,1954.7099609375
2021-01-18,1962.4300537109375
2021-01-19,1957.8499755859375
2021-01-20,1978.3699951171875
2021-01-21,1987.260009765625
2021-01-22,1986.239990234375
2021-01-25,1975.06005859375
2021-01-26,1991.6600341796875
2021-01-27,1976.199951171875
2021-01-28,1971.4000244140625
2021-01-29,1948.7900390625
2021-02-01,1977.81005859375
2021-02-02,1988.489990234375
2021-02-03,1997.6500244140625
2021-02-04,2006.3299560546875
2021-02-05,1989.3399658203125
2021-02-08,2002.52001953125
2021-02-09,1999.18994140625
2021-02-10,1998.06005859375
2021-02-11,2010.0699462890625
2021-02-12,2024.719970703125
2021-02-16,2038.0699462890625
2021-02-17,2017.260009765625
2021-02-18,2015.81005859375
2021-02-19,2036.969970703125
2021-02-22,2031.0400390625
2021-02-23,2016.8299560546875
2021-02-24,2037.25
2021-02-25,2038.9300537109375
2021-02-26,2009.9000244140625
2021-03-01,2054.669921875
2021-03-02,2067.10009765625
2021-03-03,2073.780029296875
2021-03-04,2065.14990234375
2021-03-05,2048.570068359375
2021-03-08,2103.10009765625
2021-03-09,2124.85009765625
2021-03-10,2134.4599609375
2021-03-11,2165.659912109375
2021-03-12,2168.9599609375
2021-03-15,2161.830078125
2021-03-16,2180.139892578125
2021-03-17,2172.860107421875
2021-03-18,2179.989990234375
2021-03-19,2169.179931640625
2021-03-22,2174.6298828125
2021-03-23,2168.1201171875
2021-03-24,2184.60009765625
2021-03-25,2173.239990234375
2021-03-26,2198.800048828125
2021-03-29,2182.2099609375
2021-03-30,2205.409912109375
2021-03-31,2192.860107421875
2021-04-01,2202.610107421875
2021-04-06,2230.25
2021-04-07,2229.56005859375
2021-04-08,2240.39990234375
2021-04-09,2250.39990234375
2021-04-12,2233.199951171875
2021-04-13,2247.2099609375
2021-04-14,2228.159912109375
2021-04-15,2242.97998046875
2021-04-16,2280.5
2021-04-19,2257.60009765625
2021-04-20,2204.81005859375
2021-04-21,2228.2900390625
2021-04-22,2232.419921875
2021-04-23,2240.949951171875
2021-04-26,2244.360107421875
2021-04-27,2262.840087890625
2021-04-28,2239.25
2021-04-29,2232.840087890625
2021-04-30,2217.02001953125
2021-05-03,2231.590087890625
2021-05-04,2194.580078125
2021-05-05,2255.489990234375
2021-05-06,2246.610107421875
2021-05-07,2260.1298828125
2021-05-10,2265.010009765625
2021-05-11,2193.760009765625
2021-05-12,2205.800048828125
2021-05-14,2247.8798828125
2021-05-17,2230.39990234375
2021-05-18,2249.679931640625
2021-05-19,2201.510009765625
2021-05-20,2240.280029296875
2021-05-21,2240.840087890625
2021-05-24,2245.0400390625
2021-05-25,2243.169921875
2021-05-26,2227.070068359375
2021-05-27,2244.4599609375
2021-05-28,2255.449951171875
2021-05-31,2241.8701171875
2021-06-01,2264.530029296875
2021-06-02,2268.800048828125
2021-06-03,2273.35009765625
2021-06-04,2271.429931640625
2021-06-07,2267.7099609375
2021-06-08,2274.8798828125
2021-06-09,2272.2900390625
2021-06-10,2267.919921875
2021-06-11,2278.60009765625
2021-06-14,2284.639892578125
2021-06-15,2280.070068359375
2021-06-16,2286.409912109375
2021-06-17,2272.81005859375
2021-06-18,2248.02001953125
2021-06-21,2265.8701171875
2021-06-22,2268.0
2021-06-23,2242.239990234375
2021-06-24,2270.93994140625
2021-06-28,2256.340087890625
2021-06-29,2279.760009765625
2021-06-30,2263.1298828125
2021-07-01,2273.889892578125
2021-07-02,2288.929931640625
2021-07-05,2299.070068359375
2021-07-06,2288.699951171875
2021-07-07,2326.070068359375
2021-07-08,2289.93994140625
2021-07-09,2319.530029296875
2021-07-12,2337.72998046875
2021-07-13,2349.18994140625
2021-07-14,2356.340087890625
2021-07-15,2344.489990234375
2021-07-16,2338.800048828125
2021-07-19,2287.4599609375
2021-07-20,2303.5400390625
2021-07-21,2334.3701171875
2021-07-22,2352.35009765625
2021-07-23,2384.68994140625
2021-07-26,2387.659912109375
2021-07-27,2375.969970703125
2021-07-28,2381.889892578125
2021-07-29,2384.18994140625
2021-07-30,2369.889892578125
2021-08-02,2381.659912109375
2021-08-03,2380.139892578125
2021-08-04,2393.10009765625
2021-08-05,2393.679931640625
2021-08-06,2380.4599609375
2021-08-09,2384.760009765625
2021-08-10,2393.739990234375
2021-08-11,2401.489990234375
2021-08-12,2405.530029296875
2021-08-13,2407.0400390625
2021-08-16,2373.550048828125
2021-08-17,2383.449951171875
2021-08-18,2371.3701171875
2021-08-19,2330.300048828125
2021-08-20,2360.5
2021-08-23,2371.550048828125
2021-08-24,2367.050048828125
